Fishing mortality
1 11
1957 2011
1 7
1
0.000000000	0.147056	0.4739584	0.1109578	0.2846125	0.3459768	0.3459768
0.000585454	0.075709187	0.28574523	0.571375091	0.473289414	0.393912973	0.393912973
0.004731212	0.088038544	0.114655411	0.436578183	0.593504173	0.341701472	0.341701472
0.005349518	0.176126363	0.128305084	0.150910197	0.174634501	0.241613149	0.241613149
0.01422465	0.1588453	0.21716373	0.15389247	0.13444104	0.24937603	0.24937603
0.001258072	0.122546347	0.188893676	0.230017455	0.157678685	0.239213795	0.239213795
0.000691721	0.064239782	0.149421208	0.093214766	0.091675415	0.136617211	0.136617211
0.000478231	0.075974593	0.0814248	0.137162753	0.123981367	0.141540346	0.141540346
0.000232691	0.042435756	0.158196038	0.16321439	0.102477587	0.144052445	0.144052445
0.00000000	0.03378506	0.18885217	0.22709258	0.1752689	0.1801724	0.1801724
0.00000000	0.01718155	0.15601232	0.29837023	0.28444026	0.20061718	0.20061718
0.001817152	0.071732185	0.088846844	0.32950051	0.175824157	0.200742158	0.200742158
0.006924442	0.099323872	0.130254377	0.106953138	0.357461775	0.218740452	0.218740452
0.000486532	0.388111087	0.263869234	0.180089753	0.116731892	0.427623287	0.427623287
0.001720974	0.045246722	0.131484793	0.159084756	0.157085467	0.148864176	0.148864176
0.00214521	0.11807266	0.21999944	0.15539355	0.21759756	0.24086812	0.24086812
0.02073843	0.18821594	0.30774205	0.26842357	0.25213898	0.35404599	0.35404599
0.008809425	0.210882918	0.316226548	0.502045092	0.445995121	0.474933453	0.474933453
0.02897241	0.24120904	0.29853091	0.36798066	0.48368147	0.46560223	0.46560223
0.03462887	0.26072748	0.38364476	0.55829528	0.55457992	0.56997502	0.56997502
0.01136004	0.20743048	0.19547152	0.28777364	0.47855196	0.38793497	0.38793497
0.01664942	0.22729324	0.19939254	0.28728291	0.26046567	0.35362882	0.35362882
0.00973945	0.17899475	0.17018097	0.21021548	0.29889109	0.29988777	0.29988777
0.007395614	0.140848043	0.395200027	0.332920056	0.337116797	0.383965911	0.383965911
0.003785917	0.121958861	0.22689324	0.320455356	0.251855662	0.294805951	0.294805951
0.001729202	0.08806317	0.136458491	0.223692033	0.277951708	0.223997981	0.223997981
0.000881486	0.223092976	0.38882095	0.291932997	0.373434561	0.437619305	0.437619305
0.004240325	0.098697604	0.237382354	0.223371159	0.112684975	0.226044602	0.226044602
0.01280741	0.04684826	0.11697199	0.14977115	0.19140269	0.15081517	0.15081517
0.001446679	0.075037543	0.120221064	0.153572992	0.229229463	0.181139558	0.181139558
0.005801792	0.14851795	0.350265759	0.250640839	0.319961923	0.35061364	0.35061364
0.00000000	0.02813881	0.24325486	0.28808855	0.19531622	0.2132877	0.2132877
0.005597499	0.048754048	0.104545072	0.200113773	0.214931192	0.16611447	0.16611447
0.00163933	0.1324749	0.199426498	0.283650284	0.258768386	0.285818601	0.285818601
0.002052291	0.136471762	0.226699862	0.178914748	0.273876672	0.274526916	0.274526916
0.009983276	0.098414268	0.264150448	0.336794296	0.247087463	0.293132371	0.293132371
0.00048491	0.171683691	0.215836853	0.426656487	0.486194617	0.405776609	0.405776609
0.02322974	0.33033136	0.45381076	0.23446264	0.36420589	0.51706058	0.51706058
0.001004157	0.14776161	0.383036568	0.510213657	0.401368255	0.443818449	0.443818449
0.008477012	0.187601332	0.52742696	0.649520589	0.492600118	0.573139308	0.573139308
0.0138449	0.22156075	0.33104625	0.60392875	0.64165904	0.55689699	0.55689699
0.02185669	0.31303923	0.60634611	1.11446681	1.23794426	0.97118702	0.97118702
0.00897847	0.3577397	0.50801989	0.5485282	0.90868608	0.75528537	0.75528537
0.01390038	0.29769595	0.54512468	0.48979165	0.36995643	0.5883171	0.5883171
0.007581237	0.159006077	0.330844789	0.480790925	0.543830278	0.460012836	0.460012836
0.01171406	0.23848389	0.48435073	0.5041772	0.60121112	0.58339984	0.58339984
0.005785034	0.209149951	0.363594803	0.626991048	0.449581035	0.520820107	0.520820107
0.004518995	0.106013454	0.357653598	0.432589835	0.445237922	0.39698345	0.39698345
0.000639795	0.1984508	0.346854665	0.524706141	0.395871534	0.470263884	0.470263884
0.002208236	0.214053134	0.472566251	0.600755804	0.663493397	0.600755804	0.600755804
0.002047746	0.198496148	0.43822101	0.557093983	0.615271923	0.557093983	0.557093983
0.002009403	0.194779485	0.430015713	0.546662895	0.603751506	0.546662895	0.546662895
0.001692461	0.164056988	0.36218949	0.460437955	0.508522	0.460437955	0.460437955
0.001696938	0.164490958	0.36314757	0.461655926	0.509867165	0.461655926	0.461655926
0.001055068	0.102271954	0.225786341	0.287033732	0.317008982	0.287033732	0.287033732
